SKU,型号P/N,类别,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
115385,S5860-48SC,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5860-48SC, 48 x 10Gb SFP+, 8 x 100Gb QSFP28, L3 Managed Switch",4569.0,1.7K Sold,1700,30,Hot,,,TD3-X7 | BGP OSPF | 10G SFP+ | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115385.main.jpg,https://www.fs.com/products/115385.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201291,IES3220-8T4F-U,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3220-8T4F-U, 8 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Industrial PoE++ Switch",559.0,1.5K Sold,1500,1,Hot,,,Marvell | L2+ PoE++ | IP41 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240202181555a1snab.jpg,https://www.fs.com/products/201291.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
230335,S2805S-8TF-P,交换机整机/线卡,Switches,Switches > SME Switches,"S2805S-8TF-P, 8 x 1Gb RJ45, 2 x 1Gb SFP, L2 Smart Managed PoE+ Switch",149.0,1.5K Sold,1500,,,,,Realtek | 8 x PoE+ | 140W | VLAN | LACP,https://resource.fs.com/mall/mainImg/20250301112157og5oik.jpg,https://www.fs.com/products/230335.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
230333,S2805S-8TF,交换机整机/线卡,Switches,Switches > SME Switches,"S2805S-8TF, 8 x 1Gb RJ45, 2 x 1Gb SFP, L2 Smart Managed Switch",94.0,1.5K Sold,1500,,,,,Realtek | 1G Uplink | Fanless | VLAN | LACP,https://resource.fs.com/mall/mainImg/20250301112047coqyek.jpg,https://www.fs.com/products/230333.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
99540,S5800-48F4SR,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5800-48F4SR, 48 x 1Gb SFP, 4 x 10Gb SFP+, L3 Managed Switch",1999.0,1.5K Sold,1500,18,Hot,,,L3 | BGP OSPF | 1G SFP | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/20231018155751f1vb37.jpg,https://www.fs.com/products/99540.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
149747,S5850-24XMG,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-24XMG, 24 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed Switch",2859.0,1.5K Sold,1500,22,Hot,,,L3 | BGP OSPF | 10G RJ45 Multi. | MLAG | MACsec,https://resource.fs.com/mall/products/800x800/149747.main.jpeg,https://www.fs.com/products/149747.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
110479,N8560-48BC,交换机整机/线卡,Switches,Switches > Data Center Switches,"N8560-48BC, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, Data Center Switch",6119.0,1.4K Sold,1400,22,Hot,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/products/800x800/110479.E.jpg,https://www.fs.com/products/110479.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
138509,IES3100-8TF,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3100-8TF, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, L2+ Managed Industrial Switch",319.0,1.4K Sold,1400,37,Hot,,,L2+ | IP40 | PTP | MRP,https://resource.fs.com/mall/products/800x800/138509.main.jpeg,https://www.fs.com/products/138509.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
220445,S3250-16TF-U,交换机整机/线卡,Switches,Switches > SME Switches,"S3250-16TF-U, 16 x 1Gb RJ45, 2 x 1Gb Combo, L2 Managed PoE++ Switch",249.0,1.4K Sold,1400,,,,,Realtek | 16 x PoE++ | 370W | VLAN | LACP,https://resource.fs.com/mall/mainImg/20240808173136iddv9r.jpg,https://www.fs.com/products/220445.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
157457,S3200-8MG4S-U,交换机整机/线卡,Switches,Switches > SME Switches,"S3200-8MG4S-U, 8 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",589.0,1.3K Sold,1300,7,,,,Realtek | 8 x PoE+ | 250W | Multi-Gig | VLAN,https://resource.fs.com/mall/mainImg/20220720104853nsbf58.jpg,https://www.fs.com/products/157457.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
252735,S2500L-24T,交换机整机/线卡,Switches,Switches > SME Switches,"S2500L-24T, 24 x 1Gb RJ45, L2 Unmanaged Switch",81.0,1.2K Sold,1200,,,,,Fanless | Plug and Play,https://resource.fs.com/mall/mainImg/800x800/20251125160607pjznmx.jpg,https://www.fs.com/products/252735.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
160710,S3100-16TMS-P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3100-16TMS-P, 16 x 1Gb RJ45, 2 x 5Gb RJ45, 2 x 10Gb SFP+, L2+ Managed PoE+ Switch",549.0,1.2K Sold,1200,12,,,,"BCM56150 | L2+ PoE+ | OSPF | 1G, 5G RJ45 | Fanless | Airware Cloud",https://resource.fs.com/mall/mainImg/800x800/20250807152656s6jjzq.jpg,https://www.fs.com/products/160710.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
110480,N8560-32C,交换机整机/线卡,Switches,Switches > Data Center Switches,"N8560-32C, 32 x 100Gb QSFP28, Data Center Switch",7919.0,1.1K Sold,1100,23,Hot,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/products/800x800/110480.E.jpg,https://www.fs.com/products/110480.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
201295,TSN3220-10S-U,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"TSN3220-10S-U, 8 x 1Gb RJ45, 2 x 1/10Gb SFP+, L2 Managed Industrial PoE++ Switch",599.0,1.1K Sold,1100,,Hot,,,Marvell | L2 PoE++ | IP41 | TSN | ERPS,https://resource.fs.com/mall/mainImg/202403071454356rjlvm.jpg,https://www.fs.com/products/201295.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
192848,S5800-24T8S,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5800-24T8S, 24 x 1Gb RJ45, 8 x 10Gb SFP+, L3 Managed Switch",1089.0,1.1K Sold,1100,8,,,,L3 | BGP OSPF | 1G RJ45 | MLAG | MACsec,https://resource.fs.com/mall/mainImg/800x800/20260804162955r04h8k.jpg,https://www.fs.com/products/192848.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
115382,S3910-24TF,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3910-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Switch",369.0,1K Sold,1000,14,,,,BCM56152 | L2+ | OSPF | 1G RJ5 | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115382.main.jpg,https://www.fs.com/products/115382.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
220447,S3250-24TF-U,交换机整机/线卡,Switches,Switches > SME Switches,"S3250-24TF-U, 24 x 1Gb RJ45, 2 x 1Gb Combo, L2 Managed PoE++ Switch",349.0,1K Sold,1000,,,,,Realtek | 24 x PoE++ | 370W | VLAN | LACP,https://resource.fs.com/mall/mainImg/2024071910420311zuef.jpg,https://www.fs.com/products/220447.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
201289,IES3220-8T4F,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3220-8T4F, 8 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Industrial Switch",379.0,1K Sold,1000,,,,,Marvell | L2+ | IP41 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240203144016onp2xj.jpg,https://www.fs.com/products/201289.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
158185,S8550-6Q2C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S8550-6Q2C, 6 x 40Gb QSFP+, 2 x 100Gb QSFP28, L3 Managed Switch",1549.0,971 Sold,971,3,Hot,,,L3 | EVPN-VXLAN | 40G OSFP+ | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/800x800/202304271546408ddfo9.jpg,https://www.fs.com/products/158185.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
184242,S5850-24B4C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-24B4C, 24 x 25Gb SFP28, 4 x 100Gb QSFP28, L3 Managed Switch",4689.0,937 Sold,937,4,,,,L3 | EVPN-VXLAN | 25G SFP28 | MLAG | MPLS | PTP,https://resource.fs.com/mall/mainImg/20230515094322evbumn.jpg,https://www.fs.com/products/184242.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
177447,T5850-48S6Q-R,交换机整机/线卡,Switches,Switches > Data Center Switches,"T5850-48S6Q-R, 48 x 10G SFP+, 6 x 40G QSFP+, Rack-level Visibility and Monitoring",10600.0,798 Sold,798,18,Hot,,,HD 720G | 0.72Tbps | 1071.4 Mpps | 700ns Latency,https://resource.fs.com/mall/mainImg/202305151443175692qx.jpg,https://www.fs.com/products/177447.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
115384,S5810-48FS,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5810-48FS, 48 x 1Gb SFP, 4 x 10Gb SFP+, L3 Managed Switch",2410.0,748 Sold,748,24,,,,BCM56340 | L3 | BGP OSPF | 1G SFP | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115384.main.jpg,https://www.fs.com/products/115384.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
127672,S5800-48MBQ,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5800-48MBQ, 48 x 2.5G RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",2999.0,743 Sold,743,12,,,,L3 | BGP OSPF | 2.5G RJ45 Multi. | MLAG | MACsec,https://resource.fs.com/mall/products/800x800/127672.main.jpeg,https://www.fs.com/products/127672.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
186775,S5860-48XMG-U,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5860-48XMG-U, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed PoE++ Switch",6249.0,730 Sold,730,7,,,,BCM56170 | L3 PoE++ | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20230614120321kyvwfl.jpg,https://www.fs.com/products/186775.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
157444,S5850-48B8C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-48B8C, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, L3 Managed Switch",6169.0,724 Sold,724,5,Hot,,,L3 | EVPN-VXLAN | 25G SFP28 | MLAG | MPLS | PTP,https://resource.fs.com/mall/mainImg/20231127101316um3gpc.jpg,https://www.fs.com/products/157444.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
160709,S3100-16TF-P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3100-16TF-P, 16 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed PoE+ Switch",439.0,719 Sold,719,6,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45 | Fanless | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20250807152656qvjcrn.jpg,https://www.fs.com/products/160709.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
149844,S3410-24TF-P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3410-24TF-P, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed PoE+ Switch",609.0,697 Sold,697,12,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/149844.main.jpeg,https://www.fs.com/products/149844.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
254803,S5850-48XMG8C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-48XMG8C, 48 x 10Gb RJ45, 8 x 100Gb QSFP28, L3 Managed Switch",5960.0,697 Sold,697,,,,,L3 | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/20250226164736oss8kg.jpg,https://www.fs.com/products/254803.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
230339,S2805S-24TF-P,交换机整机/线卡,Switches,Switches > SME Switches,"S2805S-24TF-P, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2 Smart Managed PoE+ Switch",319.0,695 Sold,695,,,,,Realtek | 24 x PoE+ | 370W | VLAN | LACP,https://resource.fs.com/mall/mainImg/800x800/20251125155022a5cm1r.jpg,https://www.fs.com/products/230339.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
115383,S5810-28FS,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5810-28FS, 28 x 1Gb SFP, 4 x 10Gb SFP+, L3 Managed Switch",1719.0,651 Sold,651,19,,,,BCM56342 | L3 | BGP OSPF | 1G SFP | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115383.main.jpg,https://www.fs.com/products/115383.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
176342,IES3110-8TFM-P,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3110-8TFM-P, 8 x 1Gb RJ45, 2 x 1Gb RJ45, 2 x 1Gb SFP, 2 x 1/2.5Gb SFP, L2+ Managed Industrial PoE+ Switch",649.0,650 Sold,650,3,Hot,,,L2+ PoE+ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/2023080916595332kbh4.jpg,https://www.fs.com/products/176342.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
240829,S5850C-12XMS2C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850C-12XMS2C, 12 x 10Gb SFP+, 12 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed AV over IP Switch",2159.0,631 Sold,631,2,,,,"L3 AVoIP | BGP OSPF | 10G SFP+, 10G RJ45 Multi. | MLAG",https://resource.fs.com/mall/mainImg/20241016095900cw6pri.jpg,https://www.fs.com/products/240829.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
155948,S8550-32C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S8550-32C, 32 x 100Gb QSFP28, L3 Managed Switch, Front-to-Back Airflow",7959.0,603 Sold,603,8,Hot,,,L3 | EVPN-VXLAN | 100Gb QSFP28 | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/20220630170937rzcz2d.jpg,https://www.fs.com/products/155948.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
207189,S5860-20SQ (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5860-20SQ, 20 x 10Gb SFP+, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, PicOS®, L3 Managed Switch",2199.0,572 Sold,572,20,Hot,,,BCM56170 | L3 | BGP OSPF | 10G SFP+,https://resource.fs.com/mall/products/800x800/108710.main.jpg,https://www.fs.com/products/207189.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
192137,S5850-16T16BS2Q,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-16T16BS2Q, 16 x 1Gb RJ45, 8 x 10Gb SFP+, 8 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",2869.0,566 Sold,566,,Hot,,,L3 | BGP OSPF | 1G RJ45 | MLAG,https://resource.fs.com/mall/mainImg/20230922153405i3wnsr.jpg,https://www.fs.com/products/192137.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
138514,IES5100-24TF,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5100-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Industrial Switch",739.0,540 Sold,540,13,,,,Realtek | L2+ | IP40 | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250819170101jcot2k.jpg,https://www.fs.com/products/138514.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
161350,IES5100-16TS,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5100-16TS, 16 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Industrial Switch",919.0,521 Sold,521,1,,,,Realtek | L2+ | IP40 | Stacking | ERPS,https://resource.fs.com/mall/mainImg/20221109122219cmcmpj.jpg,https://www.fs.com/products/161350.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
189432,S5860-24XMG,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5860-24XMG, 24 x 10Gb RJ45, 4 x 10Gb SFP+, 4 x 25Gb SFP28, L3 Managed Switch",3299.0,509 Sold,509,3,,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/2023080316435317ulu7.jpg,https://www.fs.com/products/189432.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
252733,S2500L-18T2F-P,交换机整机/线卡,Switches,Switches > SME Switches,"S2500L-18T2F-P, 18 x 1Gb RJ45, 2 x 1Gb SFP, L2 Unmanaged PoE+ Switch",159.0,506 Sold,506,,,,,16 x PoE+ | 240W | Plug and Play | Rackmount,https://resource.fs.com/mall/mainImg/800x800/20251125160031b6apbq.jpg,https://www.fs.com/products/252733.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
230337,S2805S-24TF,交换机整机/线卡,Switches,Switches > SME Switches,"S2805S-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2 Smart Managed Switch",189.0,471 Sold,471,,,,,Realtek | 1G Uplink | Fanless | VLAN | LACP,https://resource.fs.com/mall/mainImg/20250328165238slnamm.jpg,https://www.fs.com/products/230337.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
157434,S3200-8MG4S,交换机整机/线卡,Switches,Switches > SME Switches,"S3200-8MG4S, 8 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",519.0,469 Sold,469,6,,,,Realtek | 10G Uplink | Multi-Gig | VLAN | LACP,https://resource.fs.com/mall/mainImg/800x800/202511211540176zqw7s.jpg,https://www.fs.com/products/157434.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
185533,S5300-12S,交换机整机/线卡,Switches,Switches > SME Switches,"S5300-12S, 12 x 10Gb SFP+, L3 Managed Switch",1149.0,461 Sold,461,6,,,,Realtek | Stacking | BGP | RIP | OSPF,https://resource.fs.com/mall/mainImg/202306161625553jmb7w.jpg,https://www.fs.com/products/185533.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
160919,S3100-16TF,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3100-16TF, 16 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed Switch",329.0,433 Sold,433,6,,,,BCM56150 | L2+ | OSPF | 1G RJ45 | Fanless | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20250807153313rnsqez.jpg,https://www.fs.com/products/160919.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
157443,S5850-48S8C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-48S8C, 48 x 10Gb SFP+, 8 x 100Gb QSFP28, L3 Managed Switch, AC Power",5199.0,424 Sold,424,12,,,,L3 | EVPN-VXLAN | 10G SFP+ | MLAG | MPLS,https://resource.fs.com/mall/mainImg/20240618104833yp7j7m.jpg,https://www.fs.com/products/157443.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201287,IES3220-4T2F,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3220-4T2F, 4 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed Industrial Switch",309.0,418 Sold,418,,,,,Marvell | L2+ | IP41 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240202122102uv1dfu.jpg,https://www.fs.com/products/201287.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
176340,IES3100-16TM,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3100-16TM, 16 x 1Gb RJ45, 4 x 1/2.5Gb SFP, L2 Managed Industrial Switch",739.0,410 Sold,410,2,,,,BCM53547 | L2 | IP30 | ERPS,https://resource.fs.com/mall/mainImg/20230317142356wt1fqp.jpg,https://www.fs.com/products/176340.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
150494,S5850-24S2C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-24S2C, 24 x 10Gb SFP+, 2 x 100Gb QSFP28, L3 Managed Switch, AC Power",3109.0,391 Sold,391,8,,,,L3 | EVPN-VXLAN | 10G SFP+ | MLAG | MPLS | MACsec,https://resource.fs.com/mall/products/800x800/150494.main.jpeg,https://www.fs.com/products/150494.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
138512,IES3110-8TF-P,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3110-8TF-P, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, L2+ Managed Industrial PoE+ Switch",549.0,385 Sold,385,1,,,,L2+ PoE+ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/20230117182442d8xi3f.jpg,https://www.fs.com/products/138512.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
138515,IES3110-24TF,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES3110-24TF, 20 x 1Gb RJ45, 4 x 1Gb Combo, L2+ Managed Industrial Switch",749.0,375 Sold,375,18,,,,L2+ | IP30 | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250902114107suwcch.jpg,https://www.fs.com/products/138515.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
149847,S5810-28TS,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5810-28TS, 28 x 1Gb RJ45, 4 x 10Gb SFP+, L3 Managed Switch",1169.0,375 Sold,375,12,,,,BCM56342 | L3 | BGP OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/1G-10G-Switches/800x800/20220525181802_185_149847.jpg,https://www.fs.com/products/149847.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
329205,S3150-8T2FP,交换机整机/线卡,Switches,Switches > SME Switches,"S3150-8T2FP, 8 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed PoE+ Switch",289.0,357 Sold,357,,,,,Realtek | 8 x PoE+ | 130W | Fanless | VLAN,https://resource.fs.com/mall/mainImg/20230119104343o1vneh.jpg,https://www.fs.com/products/329205.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
149846,S5810-48TS,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5810-48TS, 48 x 1Gb RJ45, 4 x 10Gb SFP+, L3 Managed Switch",1509.0,350 Sold,350,10,,,,BCM56340 | L3 | BGP OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20220919163009imgnki.jpg,https://www.fs.com/products/149846.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201301,IES5120-28TS-P,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5120-28TS-P, 24 x 1Gb RJ45, 4 x 1/10Gb SFP+, L2+ Managed Industrial PoE++ Switch",1019.0,271 Sold,271,,,,,Marvell | L2+ PoE++ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240115173609p51v0x.jpg,https://www.fs.com/products/201301.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
223013,S3410-48TS-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410-48TS-P, 48 x 1Gb RJ45, 2 x 10Gb SFP+, 2 x 1Gb RJ45/SFP, PicOS®, L2+ Managed PoE+ Switch",1619.0,269 Sold,269,,Hot,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45,https://resource.fs.com/mall/products/800x800/115386.main.jpg,https://www.fs.com/products/223013.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
205267,N5580-48Y8C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5580-48Y8C, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, PicOS®, Data Center Switch",7749.0,261 Sold,261,7,Hot,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/20260330172316pib2ak.jpg,https://www.fs.com/products/205267.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
206801,S5810-48TS-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5810-48TS-P, 48 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L3 Managed PoE+ Switch",2369.0,259 Sold,259,5,Hot,,,BCM56340 | L3 PoE+ | BGP OSPF | 1G RJ45,https://resource.fs.com/mall/products/800x800/115388.main.jpg,https://www.fs.com/products/206801.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
240833,S3400C-24MG4S,交换机整机/线卡,Switches,Switches > SME Switches,"S3400C-24MG4S, 24 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",719.0,249 Sold,249,1,,,,Realtek | 10G Uplink | Multi-Gig | Compact | LACP,https://resource.fs.com/mall/mainImg/20241016100219uyf8yh.jpeg,https://www.fs.com/products/240833.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
329355,S3240-8P,交换机整机/线卡,Switches,Switches > SME Switches,"S3240-8P, 8 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",379.0,248 Sold,248,,,,,Realtek | 8 x PoE+ | 120W | Compact | Fanless | Stacking,https://resource.fs.com/mall/mainImg/800x800/202507041810004tn3x4.jpg,https://www.fs.com/products/329355.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
240835,S3400C-24MG4S-P,交换机整机/线卡,Switches,Switches > SME Switches,"S3400C-24MG4S-P, 24 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",929.0,246 Sold,246,,,,,Realtek | 24 x PoE+ | 380W | Multi-Gig | Compact | LACP,https://resource.fs.com/mall/mainImg/800x800/202601041649473816d9.jpg,https://www.fs.com/products/240835.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
205269,N5580-32C (B2F),交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5580-32C, 32 x 100Gb QSFP28, PicOS®, Data Center Switch, Back-to-Front Airflow",7919.0,245 Sold,245,5,Hot,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/202607081006046cv5zw.jpg,https://www.fs.com/products/205269.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
189433,S5860-48XMG,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5860-48XMG, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",5659.0,243 Sold,243,2,,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20230804151238j5zin9.jpg,https://www.fs.com/products/189433.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
