SKU,型号P/N,类别,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
207063,S5810-28FS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5810-28FS, 28 x 1Gb SFP, 4 x 10Gb SFP+, PicOS®, L3 Managed Switch",1819.0,43 Sold,43,2,,,,BCM56342 | L3 | BGP OSPF | 1G SFP,https://resource.fs.com/mall/products/800x800/115383.main.jpg,https://www.fs.com/products/207063.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
206803,S5860-24XB-U (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S5860-24XB-U, 24 x 10Gb RJ45, 4 x 10Gb SFP+, 4 x 25Gb SFP28, PicOS®, L3 Managed PoE++ Switch",4869.0,42 Sold,42,1,,,,BCM56170 | L3 PoE++ | BGP OSPF | Perpetual PoE | 10G RJ45 Multi.,https://resource.fs.com/mall/products/800x800/108716.main.jpg,https://www.fs.com/products/206803.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
248183,S5890-32C,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5890-32C, 32 x 100Gb QSFP28, PicOS®, L3 Managed Switch",7919.0,41 Sold,41,,,,,TD3-X7 | L3 | EVPN-VXLAN | 100G QSFP28,https://resource.fs.com/mall/mainImg/20241010154045qmdno6.jpg,https://www.fs.com/products/248183.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
334613,S5440L-24P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5440L-24P, 24 x 1Gb RJ45, 6 x 25Gb SFP28, L3 Managed PoE+ Switch",1249.0,40 Sold,40,1,,,,L3 PoE+ | VXLAN | BGP | 1G RJ45 | MLAG,https://resource.fs.com/mall/mainImg/800x800/20250924185828mw6hsy.jpg,https://www.fs.com/products/334613.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
207067,S5810-48FS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5810-48FS, 48 x 1Gb SFP, 4 x 10Gb SFP+, PicOS®, L3 Managed Switch",2529.0,40 Sold,40,4,,,,BCM56340 | L3 | BGP OSPF | 1G SFP,https://resource.fs.com/mall/products/800x800/115384.main.jpg,https://www.fs.com/products/207067.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
223017,S3410L-24TF-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S3410L-24TF-P, 24 x 1Gb RJ45, 4 x 1Gb SFP, PicOS®, L2+ Managed PoE+ Switch",629.0,39 Sold,39,,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240827101123e04xra.jpg,https://www.fs.com/products/223017.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
110484,NC8200-16Q,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8200-16Q, 16 x 40Gb QSFP+ Line Card for Chassis Switch NC8200-4TD",2186.0,37 Sold,37,28,,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/products/800x800/110484.main.jpg,https://www.fs.com/products/110484.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
300186,S5580-48Y,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5580-48Y, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, PicOS®, L3 Managed Switch",7749.0,35 Sold,35,,,,,TD3-X7 | L3 | EVPN-VXLAN | 25G SFP28,https://resource.fs.com/mall/mainImg/20250411150758mzioyr.jpg,https://www.fs.com/products/300186.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
338467,S5470-24Y,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5470-24Y, 24 x 25Gb SFP28, 4 x 100Gb QSFP28, PicOS®, L3 Managed Switch",4599.0,33 Sold,33,,,,,L3 | BGP OSPF | MLAG | 25G SFP28,https://resource.fs.com/mall/mainImg/800x800/20250821150945fj8pfa.jpg,https://www.fs.com/products/338467.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
369053,S5440-48MU,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5440-48MU, 40 x 2.5Gb RJ45, 8 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40G QSFP+, L3 Managed PoE++ Switch",3369.0,32 Sold,32,,,,,L3 PoE++ | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/800x800/20260228113018dnsmvh.jpg,https://www.fs.com/products/369053.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
110487,NC8400-32C,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8400-32C, 32 x 100Gb QSFP28 Line Card for Chassis Switch NC8400-4TH",4269.0,29 Sold,29,7,,,,TH3 | RoCEv2 | PFC | ECN,https://resource.fs.com/mall/mainImg/20230803103919brdbob.jpg,https://www.fs.com/products/110487.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
338465,S5470-48Y,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5470-48Y, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, PicOS®, L3 Managed Switch",6049.0,29 Sold,29,,,,,L3 | BGP OSPF | MLAG | 25G SFP28,https://resource.fs.com/mall/mainImg/800x800/20250821170720gpo5pf.jpg,https://www.fs.com/products/338465.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
250955,N8650-64OD,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8650-64OD, 64 x 800Gb OSFP, PicOS®, Data Center Switch",44600.0,28 Sold,28,,,,,TH5 | RoCEv2 | GLB*/DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20260507142444s4ogri.jpg,https://www.fs.com/products/250955.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
309267,N8520-32D,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8520-32D, 32 x 400Gb QSFP-DD, PicOS®, Data Center Switch",22399.0,27 Sold,27,,,,,TD4-X11 | EVPN | MLAG | RoCEv2,https://resource.fs.com/mall/mainImg/800x800/20250707145340kj97oc.jpg,https://www.fs.com/products/309267.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
331177,S3240C-24T,交换机整机/线卡,Switches,Switches > SME Switches,"S3240C-24T, 24 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",499.0,25 Sold,25,,,,,Realtek | 10G Uplink | Compact | LACP | OSPF,https://resource.fs.com/mall/mainImg/800x800/20250703172907ys4pgi.jpg,https://www.fs.com/products/331177.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
350243,S3260-24M,交换机整机/线卡,Switches,Switches > SME Switches,"S3260-24M, 24 x 2.5Gb RJ45, 6 x 10Gb SFP+, L2+ Managed Switch",699.0,24 Sold,24,,,,,Realtek | 10G Uplink | Multi-Gig | Stacking | OSPF,https://resource.fs.com/mall/mainImg/800x800/202509171116027gd2fg.jpg,https://www.fs.com/products/350243.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
152271,T8550-32C,交换机整机/线卡,Switches,Switches > Data Center Switches,"T8550-32C, 32 x 100Gb QSFP28, Rack-level Visibility and Monitoring",24600.0,22 Sold,22,3,,,,HD 3200G | 3.2Tbps | 3571Mpps | 700ns Latency,https://resource.fs.com/mall/Network-Packet-Brokers/800x800/20220528101506_967_152271.jpg,https://www.fs.com/products/152271.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
222995,S3410L-24TF (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410L-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, PicOS®, L2+ Managed Switch",389.0,22 Sold,22,1,,,,BCM56152 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240829104115s9elgo.jpg,https://www.fs.com/products/222995.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
369055,S5440H-24MU,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5440H-24MU, 16 x 2.5Gb RJ45, 8 x 10Gb RJ45, 8 x 25Gb SFP28, L3 Managed PoE++ Switch",2699.0,20 Sold,20,,,,,L3 PoE++ | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/800x800/20260112154350rs2ucm.jpg,https://www.fs.com/products/369055.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
206401,N5630-64C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5630-64C, 64 x 100Gb QSFP28, PicOS®, Data Center Switch",11900.0,17 Sold,17,2,,,,TH2 | RoCEv2 | MLAG | Spine,https://resource.fs.com/mall/mainImg/202312061517307r2n9c.jpg,https://www.fs.com/products/206401.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
157694,T5850-48S8C,交换机整机/线卡,Switches,Switches > Data Center Switches,"T5850-48S8C, 48 x 10G SFP+, 8 x 100G QSFP28, Rack-level Visibility and Monitoring",15900.0,16 Sold,16,3,,,,HD 1280G | 1.28Tbps | 1905Mpps | 700ns Latency,https://resource.fs.com/mall/mainImg/20220926153645myde4r.jpg,https://www.fs.com/products/157694.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
309787,N8610-32D,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8610-32D, 32 x 400Gb QSFP-DD, PicOS®, Data Center Switch",19999.0,14 Sold,14,,,,,TH4 | RoCEv2 | DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20260513150402x9ueyz.jpg,https://www.fs.com/products/309787.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
319527,S5580-48S,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5580-48S, 48 x 10Gb SFP+, 8 x 100Gb QSFP28, PicOS®, L3 Managed Switch",4699.0,14 Sold,14,,,,,TD3-X7 | L3 | BGP OSPF | 10G SFP+,https://resource.fs.com/mall/mainImg/202506101456364crcmr.jpg,https://www.fs.com/products/319527.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
110486,NC8400-4TH,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8400-4TH, 4-Slot Ethernet Data Center Chassis Switch Unloaded",25499.0,12 Sold,12,7,,,,TH3 | RoCEv2 | PFC | ECN,https://resource.fs.com/mall/mainImg/20250416162454viib56.jpg,https://www.fs.com/products/110486.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
352159,S8510-24CD,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S8510-24CD, 24 x 200Gb QSFP56, 8 x 400G QSFP-DD, PicOS®, L3 Managed Switch",12400.0,12 Sold,12,,,,,TD4-X9 | L3 | MLAG | 200Gb QSFP56,https://resource.fs.com/mall/mainImg/800x800/20251209171039tit6ta.jpg,https://www.fs.com/products/352159.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
309785,N8650-32OD,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8650-32OD, 32 x 800Gb OSFP, PicOS®, Data Center Switch",37499.0,11 Sold,11,,,,,TH5 | RoCEv2 | GLB*/DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20250708104243twzzwm.jpg,https://www.fs.com/products/309785.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
319949,T5630-64C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"T5630-64C, 64 x 100Gb QSFP28, PicOS®, Rack-level Visibility and Monitoring",26299.0,10 Sold,10,1,,,,PicOS® | 6.4Tbps | <1 µs Latency,https://resource.fs.com/mall/mainImg/20250416170743tyat8f.jpg,https://www.fs.com/products/319949.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
222997,S3410L-48TF (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410L-48TF, 48 x 1Gb RJ45, 4 x 1Gb SFP, PicOS®, L2+ Managed Switch",529.0,10 Sold,10,1,,,,BCM56152 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240829121527o8c2ll.jpg,https://www.fs.com/products/222997.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
179241,NC8400-16CD,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8400-16CD, 16 x 100Gb QSFP28, 4 x 400Gb QSFP-DD, Line Card for Chassis Switch NC8400-4TH",4499.0,8 Sold,8,1,,,,TH3 | RoCEv2 | PFC | ECN,https://resource.fs.com/mall/mainImg/20230328121638gjll6e.jpg,https://www.fs.com/products/179241.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
158399,MSN2700-CS2RC,交换机整机/线卡,Switches,Switches > Data Center Switches,"MSN2700-CS2RC, 32 x 100Gb QSFP28, NVIDIA® Cumulus Linux™ Switch",24190.0,7 Sold,7,2,,,,Spine | MLAG | PTP | EVPN-VXLAN,https://resource.fs.com/mall/mainImg/20220803120522bnrbpc.jpg,https://www.fs.com/products/158399.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
391167,S3540L-48T,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3540L-48T, 48 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L2+ Managed Switch",609.0,7 Sold,7,,New,,,BCM56150 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/800x800/20260317103028bj0o28.jpg,https://www.fs.com/products/391167.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
352155,S5570-48X,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5570-48X, 48 x 10G RJ45, 6 x 100G QSFP28, PicOS®, L3 Managed Switch",7349.0,7 Sold,7,,,,,TD3-X5 | L3 | EVPN-VXLAN | 10G RJ45,https://resource.fs.com/mall/mainImg/800x800/20251103110638bx3fz9.jpg,https://www.fs.com/products/352155.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
346163,T5570-48S6C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"T5570-48S6C, 48 x 10G SFP+, 6 x 100G QSFP28, PicOS®, Rack-level Visibility and Monitoring",10600.0,6 Sold,6,,,,,PicOS® | 1.08Tbps,https://resource.fs.com/mall/mainImg/800x800/20250919104739bo2u5f.jpg,https://www.fs.com/products/346163.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
