SKU,型号P/N,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
152271,T8550-32C,Switches,Switches > Data Center Switches,"T8550-32C, 32 x 100Gb QSFP28, Rack-level Visibility and Monitoring",24600.0,22 Sold,22,3,,,,HD 3200G | 3.2Tbps | 3571Mpps | 700ns Latency,https://resource.fs.com/mall/Network-Packet-Brokers/800x800/20220528101506_967_152271.jpg,https://www.fs.com/products/152271.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
106548,NSG-3100,Switches,Switches > Enterprise Switches (Routers&Firewalls),"NSG-3100, 5 x 1Gb RJ45 and 4 x 1Gb Combo, Next-Generation Firewall",3424.0,22 Sold,22,,,,,2.5 Gbps FW Throughput | 500 Mbps TP Throughput,https://resource.fs.com/mall/products/550x550/90593.main.jpg,https://www.fs.com/products/106548.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
369055,S5440H-24MU,Switches,Switches > Enterprise Switches,"S5440H-24MU, 16 x 2.5Gb RJ45, 8 x 10Gb RJ45, 8 x 25Gb SFP28, L3 Managed PoE++ Switch",2699.0,20 Sold,20,,,,,L3 PoE++ | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/800x800/20260112154350rs2ucm.jpg,https://www.fs.com/products/369055.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
283015,AmpCon-DC-SW,Switches,Switches > PicOS® Data Center Switches,AmpCon Management Software for Data Center Networks,87.0,20 Sold,20,,,In Stock,1-Year / 3-Year / 5-Year,Simplified ZTP | Underlay/Overlay Automated Provisioning | Multi-tenant Control | RoCE Automated Deployment,https://resource.fs.com/mall/mainImg/800x800/20260211150227tlcka6.jpg,https://www.fs.com/products/283015.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
115397,PSU-800W-AC,Switches,Switches > Data Center Switches,"Hot-swappable AC Power Module 800W, for N8560-64C and NC8200-4TD",669.0,18 Sold,18,4,,,,5A-10A | 100-240V,https://resource.fs.com/mall/products/800x800/115397.main.jpg,https://www.fs.com/products/115397.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
188836,NSG-2230,Switches,Switches > Enterprise Switches (Routers&Firewalls),"NSG-2230, 8 x 1Gb RJ45, Next-Generation Firewall",986.0,18 Sold,18,,,,,5 Gbps FW Throughput | 800 Mbps TP Throughput | Desktop,https://resource.fs.com/mall/mainImg/20230321144740gb5huv.jpg,https://www.fs.com/products/188836.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
206401,N5630-64C,Switches,Switches > PicOS® Data Center Switches,"N5630-64C, 64 x 100Gb QSFP28, PicOS®, Data Center Switch",11900.0,17 Sold,17,2,,,,TH2 | RoCEv2 | MLAG | Spine,https://resource.fs.com/mall/mainImg/202312061517307r2n9c.jpg,https://www.fs.com/products/206401.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
150495,PSU-460W-AC-SC9405,Switches,Switches > Enterprise Switches,"Hot-Swappable AC Power Module 460W, for SC9405 Switch",459.0,17 Sold,17,1,,,,460W | 90-290VAC | Redundant,https://resource.fs.com/mall/mainImg/20221117160336vyhssb.jpg,https://www.fs.com/products/150495.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
157694,T5850-48S8C,Switches,Switches > Data Center Switches,"T5850-48S8C, 48 x 10G SFP+, 8 x 100G QSFP28, Rack-level Visibility and Monitoring",15900.0,16 Sold,16,3,,,,HD 1280G | 1.28Tbps | 1905Mpps | 700ns Latency,https://resource.fs.com/mall/mainImg/20220926153645myde4r.jpg,https://www.fs.com/products/157694.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
396013,DIN-Rail-PSU-150W-ECO,Switches,Switches > Industrial Ethernet Switches,150W Ultra Slim DIN Rail Economical Industrial Power Supply,39.0,15 Sold,15,,,,"150W, 48V / 150W, 24V",150W | 48 to 55 VDC | -40 to 70°C | Metal Housing,https://resource.fs.com/mall/mainImg/800x800/20260422160718a9e3ld.jpg,https://www.fs.com/products/396013.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
309787,N8610-32D,Switches,Switches > PicOS® Data Center Switches,"N8610-32D, 32 x 400Gb QSFP-DD, PicOS®, Data Center Switch",19999.0,14 Sold,14,,,,,TH4 | RoCEv2 | DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20260513150402x9ueyz.jpg,https://www.fs.com/products/309787.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
324591,IES1110W-2PD,Switches,Switches > Industrial Ethernet Switches,"IES1110W-2PD, 1-Port 10/100M Long Reach PoE over UTP Injector",159.0,13 Sold,13,,,,,500m | UTP | PoE Input | 30W PoE+,https://resource.fs.com/mall/mainImg/800x800/20250911161626cgci08.jpg,https://www.fs.com/products/324591.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
324593,IES1111W-2PD,Switches,Switches > Industrial Ethernet Switches,"IES1111W-2PD, 1-Port 10/100M Long Reach PoE over UTP Extender",169.0,13 Sold,13,,,,,500m | UTP | PoE Pass-through | 30W PoE+,https://resource.fs.com/mall/mainImg/800x800/20250911161213lb6ej5.jpg,https://www.fs.com/products/324593.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
110486,NC8400-4TH,Switches,Switches > Data Center Switches,"NC8400-4TH, 4-Slot Ethernet Data Center Chassis Switch Unloaded",25499.0,12 Sold,12,7,,,,TH3 | RoCEv2 | PFC | ECN,https://resource.fs.com/mall/mainImg/20250416162454viib56.jpg,https://www.fs.com/products/110486.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
396005,AC-DC-Adapter-40W,Switches,Switches > Industrial Ethernet Switches,40W AC-DC Industrial External Power Adapter,27.0,12 Sold,12,,,,,40W | 48 VDC | -30 to 70°C,https://resource.fs.com/mall/mainImg/800x800/20260522165457pnmmdl.jpg,https://www.fs.com/products/396005.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
309785,N8650-32OD,Switches,Switches > PicOS® Data Center Switches,"N8650-32OD, 32 x 800Gb OSFP, PicOS®, Data Center Switch",37499.0,11 Sold,11,,,,,TH5 | RoCEv2 | GLB*/DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20250708104243twzzwm.jpg,https://www.fs.com/products/309785.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
319949,T5630-64C,Switches,Switches > PicOS® Data Center Switches,"T5630-64C, 64 x 100Gb QSFP28, PicOS®, Rack-level Visibility and Monitoring",26299.0,10 Sold,10,1,,,,PicOS® | 6.4Tbps | <1 µs Latency,https://resource.fs.com/mall/mainImg/20250416170743tyat8f.jpg,https://www.fs.com/products/319949.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
179075,NSG-3230-LIC-1Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-3230, Renewal 1 Year",709.0,9 Sold,9,,,In Stock,1-Year / 2-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744oz8y7m.jpg,https://www.fs.com/products/179075.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179058,NSG-5220-BDL1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL1 Bundle for NSG-5220 Subscription Services, 1 Year",1479.0,9 Sold,9,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/202312051636572ihyms.jpg,https://www.fs.com/products/179058.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179057,NSG-3230-BDL1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL1 Bundle for NSG-3230 Subscription Services, 1 Year",829.0,9 Sold,9,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657zzlvp6.jpg,https://www.fs.com/products/179057.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179241,NC8400-16CD,Switches,Switches > Data Center Switches,"NC8400-16CD, 16 x 100Gb QSFP28, 4 x 400Gb QSFP-DD, Line Card for Chassis Switch NC8400-4TH",4499.0,8 Sold,8,1,,,,TH3 | RoCEv2 | PFC | ECN,https://resource.fs.com/mall/mainImg/20230328121638gjll6e.jpg,https://www.fs.com/products/179241.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
158399,MSN2700-CS2RC,Switches,Switches > Data Center Switches,"MSN2700-CS2RC, 32 x 100Gb QSFP28, NVIDIA® Cumulus Linux™ Switch",24190.0,7 Sold,7,2,,,,Spine | MLAG | PTP | EVPN-VXLAN,https://resource.fs.com/mall/mainImg/20220803120522bnrbpc.jpg,https://www.fs.com/products/158399.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
179055,NSG-5220-LIC-2Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-5220, Renewal 2 Years",2119.0,7 Sold,7,,Hot,In Stock,2-Year / 1-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744fw6d1b.jpg,https://www.fs.com/products/179055.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179066,NSG-3230-TP1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-3230 Subscription Services, 1 Year",340.0,7 Sold,7,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/202312051638039facbs.jpg,https://www.fs.com/products/179066.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179054,NSG-3230-LIC-2Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-3230, Renewal 2 Years",1419.0,7 Sold,7,,,In Stock,2-Year / 1-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744oz8y7m.jpg,https://www.fs.com/products/179054.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
106549,NSG-5100,Switches,Switches > Enterprise Switches (Routers&Firewalls),"NSG-5100, 6 x 1Gb RJ45 and 4 x 1Gb SFP, Next-Generation Firewall",6124.0,7 Sold,7,,,,,6 Gbps FW Throughput | 800 Mbps TP Throughput,https://resource.fs.com/mall/products/800x800/90594.main.jpg,https://www.fs.com/products/106549.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
206493,QM9790 Support Service,Switches,Switches > Data Center Switches,"NVIDIA QM9790 ENT Business Standard Silver Support Services, 3 Year (Per Device)",7959.0,6 Sold,6,,,In Stock,3 Years / 5 Years,,https://resource.fs.com/mall/mainImg/202312122135402dxgfw.jpg,https://www.fs.com/products/206493.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
346163,T5570-48S6C,Switches,Switches > PicOS® Data Center Switches,"T5570-48S6C, 48 x 10G SFP+, 6 x 100G QSFP28, PicOS®, Rack-level Visibility and Monitoring",10600.0,6 Sold,6,,,,,PicOS® | 1.08Tbps,https://resource.fs.com/mall/mainImg/800x800/20250919104739bo2u5f.jpg,https://www.fs.com/products/346163.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
324603,IES4100W-8U2FD,Switches,Switches > Industrial Ethernet Switches,"IES4100W-8U2FD, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, L2+ Managed Industrial PoE+ Switch",509.0,5 Sold,5,,,,,L2+ PoE+ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250828172629ut2enn.jpg,https://www.fs.com/products/324603.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
108699,PSU-515W-AC,Switches,Switches > Enterprise Switches,"Hot-swappable AC Power Module 515W, for S5860-24XB-U",419.0,4 Sold,4,1,,,,515W | 100-240VAC | Hot-swappable | Redundant,https://resource.fs.com/mall/mainImg/20221227153718u6wh6n.jpg,https://www.fs.com/products/108699.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179076,NSG-5220-LIC-1Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-5220, Renewal 1 Year",1069.0,4 Sold,4,,,In Stock,1-Year / 2-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744fw6d1b.jpg,https://www.fs.com/products/179076.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179063,NSG-3230-BDL3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL3 Bundle for NSG-3230 Subscription Services, 3 Years",2449.0,4 Sold,4,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657zzlvp6.jpg,https://www.fs.com/products/179063.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
206487,QM9700 Support Service,Switches,Switches > Data Center Switches,"NVIDIA QM9700 ENT Business Standard Silver Support Services, 3 Year (Per Device)",9899.0,3 Sold,3,,,In Stock,3 Years / 5 Years,,https://resource.fs.com/mall/mainImg/202312122135402dxgfw.jpg,https://www.fs.com/products/206487.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
324607,IES5200W-8U2F4SD,Switches,Switches > Industrial Ethernet Switches,"IES5200W-8U2F4SD, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, 4 x 10Gb SFP+, L3 Managed Industrial PoE++ Switch",1149.0,3 Sold,3,,,,,L3 PoE++ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250828184315qm5eim.jpg,https://www.fs.com/products/324607.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
369057,S5440H-48MU,Switches,Switches > Enterprise Switches,"S5440H-48MU, 32 x 2.5Gb RJ45, 16 x 10Gb RJ45, 8 x 25Gb SFP28, L3 Managed PoE++ Switch",3599.0,3 Sold,3,,,,,L3 PoE++ | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/800x800/20260302163102sdeodl.jpg,https://www.fs.com/products/369057.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
149852,SC9400-8C-E,Switches,Switches > Enterprise Switches,"SC9400-8C-E, 8 x 100Gb QSFP28 Line Card for Enterprise Chassis Switch SC9405",5472.0,3 Sold,3,1,,,,TD3-X5 | L3 | BGP OSPF | 100Gb QSFP28 | Stacking | MPLS,https://resource.fs.com/mall/1G-10G-Switches/800x800/20220602181942_369_149852.jpg,https://www.fs.com/products/149852.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179056,NSG-2230-BDL1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL1 Bundle for NSG-2230 Subscription Services,1 Year",209.0,3 Sold,3,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657pwfvlo.jpg,https://www.fs.com/products/179056.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
409447,N5860-48SC (PicOS),Switches,Switches > PicOS® Data Center Switches,"N5860-48SC, 48 x 10Gb SFP+, 8 x 100Gb QSFP28, PicOS®, Data Center Switch",5249.0,2 Sold,2,,New,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/products/800x800/110478.E.jpg,https://www.fs.com/products/409447.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
179074,NSG-2230-LIC-1Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-2230, Renewal 1 Year",169.0,2 Sold,2,,,In Stock,1-Year / 2-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744hrrt79.jpg,https://www.fs.com/products/179074.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179073,NSG-5220-TP3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-5220 Subscription Services, 3 Years",2009.0,2 Sold,2,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803q0jhbo.jpg,https://www.fs.com/products/179073.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179070,NSG-5220-TP2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-5220 Subscription Services, 2 Years",1799.0,2 Sold,2,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803q0jhbo.jpg,https://www.fs.com/products/179070.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179065,NSG-2230-TP1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-2230 Subscription Services, 1 Year",99.0,2 Sold,2,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803r9f6yb.jpg,https://www.fs.com/products/179065.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179053,NSG-2230-LIC-2Y,Switches,Switches > Enterprise Switches (Routers&Firewalls),"License for NSG-2230, Renewal 2 Years",340.0,2 Sold,2,,,In Stock,2-Year / 1-Year,Hardware Maintenance | Software Update | ID Library,https://resource.fs.com/mall/mainImg/20231205163744hrrt79.jpg,https://www.fs.com/products/179053.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
380719,N8610-64DB,Switches,Switches > PicOS® Data Center Switches,"N8610-64DB, 64 x 400Gb QSFP-DD, PicOS®, Data Center Switch",23999.0,2 Sold,2,,,,,TH4 | RoCEv2 | DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/20260331154752crq66l.jpg,https://www.fs.com/products/380719.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
225783,PicOS-LIC-200G,Switches,Switches > PicOS® Data Center Switches (License&Service),"200G PicOS® Perpetual License, Per Device",3079.0,2 Sold,2,,,In Stock,,MLAG | Ansible | ACL | LLDP | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/202605141749294nhoif.jpg,https://www.fs.com/products/225783.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
401777,N5580-32C (F2B),Switches,Switches > PicOS® Data Center Switches,"N5580-32C, 32 x 100Gb QSFP28, PicOS®, Data Center Switch, Front-to-Back Airflow",7919.0,1 Sold,1,,New,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/202607081006046cv5zw.jpg,https://www.fs.com/products/401777.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
397455,S3220-5M,Switches,Switches > SME Switches,"S3220-5M, 5 x 2.5Gb RJ45, 1 x 10Gb SFP+, L2 Managed Switch",59.0,1 Sold,1,,New,,,Realtek | 10G Uplink | Multi-Gig | Fanless | Compact | VLAN,https://resource.fs.com/mall/mainImg/800x800/20260824105109l9ciwv.jpg,https://www.fs.com/products/397455.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
179072,NSG-3230-TP3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-3230 Subscription Services, 3 Years",1079.0,1 Sold,1,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV,https://resource.fs.com/mall/mainImg/202312051638039facbs.jpg,https://www.fs.com/products/179072.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179064,NSG-5220-BDL3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL3 Bundle for NSG-5220 Subscription Services, 3 Years",4159.0,1 Sold,1,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/202312051636572ihyms.jpg,https://www.fs.com/products/179064.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179062,NSG-2230-BDL3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL3 Bundle for NSG-2230 Subscription Services, 3 Years",629.0,1 Sold,1,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657pwfvlo.jpg,https://www.fs.com/products/179062.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179060,NSG-3230-BDL2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL2 Bundle for NSG-3230 Subscription Services, 2 Years",1670.0,1 Sold,1,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657zzlvp6.jpg,https://www.fs.com/products/179060.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179059,NSG-2230-BDL2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL2 Bundle for NSG-2230 Subscription Services, 2 Years",419.0,1 Sold,1,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/20231205163657pwfvlo.jpg,https://www.fs.com/products/179059.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
346165,T5580-48Y8C,Switches,Switches > PicOS® Data Center Switches,"T5580-48Y8C, 48 x 25G SFP28, 8 x 100G QSFP28, PicOS®, Rack-level Visibility and Monitoring",14500.0,1 Sold,1,,,,,PicOS® | 2Tbps,https://resource.fs.com/mall/mainImg/800x800/202509051027385f9r8a.jpg,https://www.fs.com/products/346165.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
224971,UFM Cyber-AI Platform,Switches,Switches > Data Center Switches,UFM Cyber-AI Platform for NVIDIA® InfiniBand Switches,,,,,,In Stock,,,https://resource.fs.com/mall/mainImg/20240510113244e9icgk.png,https://www.fs.com/products/224971.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
224969,UFM Enterprise Platform,Switches,Switches > Data Center Switches,UFM Enterprise Platform for NVIDIA® InfiniBand Switches,,,,,,In Stock,,,https://resource.fs.com/mall/mainImg/20240510113240lhinio.png,https://www.fs.com/products/224969.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
224967,UFM Telemetry Platform,Switches,Switches > Data Center Switches,UFM Telemetry Platform for NVIDIA® InfiniBand Switches,,,,,,In Stock,,,https://resource.fs.com/mall/mainImg/20240510113236pwiol3.png,https://www.fs.com/products/224967.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
324599,IES5110W-16U4XD,Switches,Switches > Industrial Ethernet Switches,"IES5110W-16U4XD, 16 x 1Gb M12, 2 x 10Gb M12, 2 x 10Gb Q-ODC, L3 Managed Industrial PoE+ Switch",4599.0,,,,,,,L3 PoE+ | IP40 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250828172324v6p774.jpg,https://www.fs.com/products/324599.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
324595,IWG5100D-5TD,Switches,Switches > Industrial Ethernet Switches,"IWG5100D-5TD, 5 x 1Gb RJ45, Industrial 5G NR Cellular Wireless Gateway",1309.0,,,,,,,5G NR | Dual SIM | GPS | Hybrid VPN,https://resource.fs.com/mall/mainImg/800x800/20250827105939etlyuu.jpg,https://www.fs.com/products/324595.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
397457,S3220-8M,Switches,Switches > SME Switches,"S3220-8M, 8 x 2.5Gb RJ45, 1 x 10Gb SFP+, L2 Managed Switch",139.0,,,,New,,,Realtek | 10G Uplink | Multi-Gig | Fanless | Compact | VLAN,https://resource.fs.com/mall/mainImg/800x800/20260824112107ngf4dp.jpg,https://www.fs.com/products/397457.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
324601,IES5120W-16U4XD,Switches,Switches > Industrial Ethernet Switches,"IES5120W-16U4XD, 16 x 1Gb M12, 2 x 10Gb M12, 2 x 10Gb Q-ODC, L3 Managed Industrial PoE+ Switch",4499.0,,,,,,,L3 PoE+ | IP40 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/202508281724432cgy1o.jpg,https://www.fs.com/products/324601.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
324597,IES5100W-8U8T4XD,Switches,Switches > Industrial Ethernet Switches,"IES5100W-8U8T4XD, 16 x 1Gb M12, 2 x 10Gb M12, 2 x 10Gb Q-ODC, L3 Managed Industrial PoE+ Switch",4119.0,,,,,,,L3 PoE+ | IP40 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250828154853cj9qfj.jpg,https://www.fs.com/products/324597.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
324587,IES1100W-2PD,Switches,Switches > Industrial Ethernet Switches,"IES1100W-2PD, 1-Port 10/100M Long Reach PoE over Coaxial Injector",159.0,,,,,,,1000m | Coaxial | PoE Input | 30W PoE+,https://resource.fs.com/mall/mainImg/800x800/2025091116084132tbxf.jpg,https://www.fs.com/products/324587.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
324589,IES1101W-2PD,Switches,Switches > Industrial Ethernet Switches,"IES1101W-2PD, 1-Port 10/100M Long Reach PoE over Coaxial Extender",169.0,,,,,,,1000m | Coaxial | PoE Pass-through | 30W PoE+,https://resource.fs.com/mall/mainImg/800x800/20250911161427a4aa6a.jpg,https://www.fs.com/products/324589.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
161747,M12X-8M-CAT6A,Switches,Switches > Industrial Ethernet Switches,"Industrial M12X/8M to RJ45 26AWG CAT6A SF/UTP PUR Patch Cable,16ft (5m)",169.0,,,,,,,Twisted Pair | Stranded | Bare Copper | 550MHz | T568B | Fluke Test,https://resource.fs.com/mall/mainImg/202209241012367n65ob.jpg,https://www.fs.com/products/161747.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
414569,SW-Lic-MPLS,Switches,Switches > Enterprise Switches,"MPLS Perpetual License for S5800, S5850, S8550, S5540 and S5460 Series Switches",399.0,,,,New,In Stock,,Perpetual License | MPLS,https://resource.fs.com/mall/mainImg/20231122181027dctkvp.jpg,https://www.fs.com/products/414569.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179071,NSG-2230-TP3,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-2230 Subscription Services, 3 Years",279.0,,,,,In Stock,3-Year / 1-Year / 2-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803r9f6yb.jpg,https://www.fs.com/products/179071.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179069,NSG-3230-TP2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-3230 Subscription Services, 2 Years",680.0,,,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/202312051638039facbs.jpg,https://www.fs.com/products/179069.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179068,NSG-2230-TP2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-2230 Subscription Services, 2 Years",199.0,,,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803r9f6yb.jpg,https://www.fs.com/products/179068.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179067,NSG-5220-TP1,Switches,Switches > Enterprise Switches (Routers&Firewalls),"TP Bundle for NSG-5220 Subscription Services, 1 Year",899.0,,,,,In Stock,1-Year / 2-Year / 3-Year,IPS | AV,https://resource.fs.com/mall/mainImg/20231205163803q0jhbo.jpg,https://www.fs.com/products/179067.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
179061,NSG-5220-BDL2,Switches,Switches > Enterprise Switches (Routers&Firewalls),"BDL2 Bundle for NSG-5220 Subscription Services, 2 Years",2969.0,,,,,In Stock,2-Year / 1-Year / 3-Year,IPS | AV | Qos | URL Filtering,https://resource.fs.com/mall/mainImg/202312051636572ihyms.jpg,https://www.fs.com/products/179061.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
