SKU,型号P/N,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
346167,T5580-32C,Switches,Switches > PicOS® Data Center Switches,"T5580-32C, 32 x 100G QSFP28, 2 x 10G SFP+, PicOS®, Rack-level Visibility and Monitoring",18500.0,,,,,,,PicOS® | 3.2Tbps,https://resource.fs.com/mall/mainImg/800x800/20250905102809kubkit.jpg,https://www.fs.com/products/346167.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
346169,T8520-32D,Switches,Switches > PicOS® Data Center Switches,"T8520-32D, 32 x 400G QSFP-DD, PicOS®, Rack-level Visibility and Monitoring",36299.0,,,,,,,PicOS® | 12.8Tbps,https://resource.fs.com/mall/mainImg/800x800/20250919104929ntvgmg.jpg,https://www.fs.com/products/346169.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
194670,PicOS-LIC-40G,Switches,Switches > PicOS® Data Center Switches (License&Service),"40G PicOS® Perpetual License, Per Device",1759.0,,,,,In Stock,,MLAG | VXLAN | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/20260514174921pz6yyq.jpg,https://www.fs.com/products/194670.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
194672,PicOS-LIC-400G,Switches,Switches > PicOS® Data Center Switches (License&Service),"400G PicOS® Perpetual License, Per Device",3629.0,,,,,In Stock,,MLAG | VXLAN | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/202605131115187fa4ry.jpg,https://www.fs.com/products/194672.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
256739,PicOS-LIC-800G,Switches,Switches > PicOS® Data Center Switches (License&Service),"800G PicOS® Perpetual License, Per Device",7699.0,,,,,In Stock,,MLAG | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/20260513111518kd7vor.jpg,https://www.fs.com/products/256739.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
194652,PicOS-SVC-40G,Switches,Switches > PicOS® Data Center Switches (License&Service),"40G Switch PicOS® Standard Maintenance & Support, 1 Year (Per Device)",329.0,,,,,In Stock,1 Year / 3 Years / 5 Years,Technical Support | Software Updates & Upgrades | Email and Phone Support,https://resource.fs.com/mall/mainImg/800x800/202509011050097a6b2z.jpg,https://www.fs.com/products/194652.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
280605,PicOS-SVC-200G,Switches,Switches > PicOS® Data Center Switches (License&Service),"200G Switch PicOS® Standard Maintenance & Support, 1 Year (Per Device)",409.0,,,,,In Stock,1 Year / 3 Years / 5 Years,Technical Support | Software Updates & Upgrades | Email and Phone Support,https://resource.fs.com/mall/mainImg/800x800/2025082916314463vly1.jpg,https://www.fs.com/products/280605.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
194654,PicOS-SVC-400G,Switches,Switches > PicOS® Data Center Switches (License&Service),"400G Switch PicOS® Standard Maintenance & Support, 1 Year (Per Device)",439.0,,,,,In Stock,1 Year / 3 Years / 5 Years,Technical Support | Software Updates & Upgrades | Email and Phone Support,https://resource.fs.com/mall/mainImg/800x800/202509011050097a6b2z.jpg,https://www.fs.com/products/194654.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
316649,PicOS-SVC-800G,Switches,Switches > PicOS® Data Center Switches (License&Service),"800G Switch PicOS® Standard Maintenance & Support, 1 Year (Per Device)",659.0,,,,,In Stock,1 Year / 3 Years / 5 Years,Technical Support | Software Updates & Upgrades | Email & Phone Support,https://resource.fs.com/mall/mainImg/800x800/202509011050097a6b2z.jpg,https://www.fs.com/products/316649.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
345611,PicOS-SVC-NPB-10G,Switches,Switches > PicOS® Data Center Switches (License&Service),"10G NPB PicOS® Standard Maintenance & Support, 1 Year (Per Device)",379.0,,,,,In Stock,1 Year / 3 Year / 5 Year,Technical Support | Software Updates & Upgrades | Email and Phoone Support,https://resource.fs.com/mall/mainImg/800x800/20250908111646nhqlzk.jpg,https://www.fs.com/products/345611.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
345617,PicOS-SVC-NPB-25G,Switches,Switches > PicOS® Data Center Switches (License&Service),"25G NPB PicOS® Standard Maintenance & Support, 1 Year (Per Device)",479.0,,,,,In Stock,1 Year / 3 Year / 5 Year,Technical Support | Software Updates & Upgrades | Email and Phoone Support,https://resource.fs.com/mall/mainImg/800x800/20250908111646nhqlzk.jpg,https://www.fs.com/products/345617.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
333043,PicOS-SVC-NPB-100G,Switches,Switches > PicOS® Data Center Switches (License&Service),"100G NPB PicOS® Standard Maintenance & Support, 1 Year (Per Device)",649.0,,,,,In Stock,1 Year / 3 Years / 5 Years,Technical Support | Software Updates & Upgrades | Email and Phoone Support,https://resource.fs.com/mall/mainImg/800x800/202509011050097a6b2z.jpg,https://www.fs.com/products/333043.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
345623,PicOS-SVC-NPB-400G,Switches,Switches > PicOS® Data Center Switches (License&Service),"400G NPB PicOS® Standard Maintenance & Support, 1 Year (Per Device)",819.0,,,,,In Stock,1 Year / 3 Year / 5 Year,Technical Support | Software Updates & Upgrades | Email and Phoone Support,https://resource.fs.com/mall/mainImg/800x800/20250908111646nhqlzk.jpg,https://www.fs.com/products/345623.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
